Entry,Entry Name,Gene Names,Protein names,Length,source_query,intended_gene,protac_validated,gene_symbol
Q8N3Y1,FBXW8_HUMAN,FBXW8 FBW6 FBW8 FBX29 FBXO29 FBXW6,F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8) (F-box only protein 29),598,"direct_e3,f_box,substrate_adapters",,False,FBXW8
Q8N448,LNX2_HUMAN,LNX2 PDZRN1,Ligand of Numb protein X 2 (Numb-binding protein 2) (PDZ domain-containing RING finger protein 1),690,direct_e3,,False,LNX2
Q8N461,FXL16_HUMAN,FBXL16 C16orf22 FBL16,F-box/LRR-repeat protein 16 (F-box and leucine-rich repeat protein 16),479,"direct_e3,f_box",,False,FBXL16
Q8N4B4,FBX39_HUMAN,FBXO39 FBX39,F-box only protein 39,442,"direct_e3,f_box",,False,FBXO39
Q8N4F7,RN175_HUMAN,RNF175,RING finger protein 175,328,direct_e3,,False,RNF175
Q8N4H5,TOM5_HUMAN,TOMM5 C9orf105 TOM5,Mitochondrial import receptor subunit TOM5 homolog,51,direct_e3,,False,TOMM5
Q8N4N3,KLH36_HUMAN,KLHL36 C16orf44,Kelch-like protein 36,616,direct_e3,,False,KLHL36
A0A1B0GUS4,UB2L5_HUMAN,UBE2L5,Ubiquitin-conjugating enzyme E2 L5 (EC 2.3.2.23) (Ubiquitin-protein ligase L5),154,direct_e3,,False,UBE2L5
Q8N5D0,WDTC1_HUMAN,WDTC1 KIAA1037,WD and tetratricopeptide repeats protein 1,677,"direct_e3,substrate_adapters",,False,WDTC1
Q8N5I2,ARRD1_HUMAN,ARRDC1,Arrestin domain-containing protein 1 (Alpha-arrestin 1),433,substrate_adapters,,False,ARRDC1
Q8IXJ6,SIR2_HUMAN,SIRT2 SIR2L SIR2L2,NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-2) (EC 2.3.1.-) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2),389,direct_e3,,False,SIRT2
Q8IX29,FBX16_HUMAN,FBXO16 FBX16,F-box only protein 16,292,"direct_e3,f_box",,False,FBXO16
Q8IX12,CCAR1_HUMAN,CCAR1 CARP1 DIS,Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain),1150,direct_e3,,False,CCAR1
Q8IWZ5,TRI42_HUMAN,TRIM42,Tripartite motif-containing protein 42,723,direct_e3,,False,TRIM42
Q86VX2,COMD7_HUMAN,COMMD7 C20orf92,COMM domain-containing protein 7,200,direct_e3,,False,COMMD7
Q86VZ2,WDR5B_HUMAN,WDR5B,WD repeat-containing protein 5B,330,substrate_adapters,,False,WDR5B
Q86WT6,TRI69_HUMAN,TRIM69 RNF36 HSD-34 HSD34,E3 ubiquitin-protein ligase TRIM69 (EC 2.3.2.27) (RFP-like domain-containing protein trimless) (RING finger protein 36) (RING-type E3 ubiquitin transferase TRIM69) (Tripartite motif-containing protein 69),500,direct_e3,,False,TRIM69
Q86X83,COMD2_HUMAN,COMMD2 HSPC042 My004,COMM domain-containing protein 2,199,direct_e3,,False,COMMD2
Q86XK2,FBX11_HUMAN,FBXO11 FBX11 PRMT9 VIT1 UG063H01,F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1) (VIT-1),927,"direct_e3,f_box,substrate_adapters",,False,FBXO11
Q86XS8,GOLI_HUMAN,RNF130,E3 ubiquitin-protein ligase RNF130 (EC 2.3.2.27) (Goliath homolog) (H-Goliath) (RING finger protein 130) (RING-type E3 ubiquitin transferase RNF130),419,direct_e3,,False,RNF130
Q86XT4,TRI50_HUMAN,TRIM50 TRIM50A,E3 ubiquitin-protein ligase TRIM50 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM50) (Tripartite motif-containing protein 50),487,direct_e3,,False,TRIM50
Q86Y01,DTX1_HUMAN,DTX1,E3 ubiquitin-protein ligase DTX1 (EC 2.3.2.27) (Protein deltex-1) (Deltex1) (hDTX1) (RING-type E3 ubiquitin transferase DTX1),620,direct_e3,,False,DTX1
Q86Y13,DZIP3_HUMAN,DZIP3 KIAA0675,E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3) (RING-type E3 ubiquitin transferase DZIP3) (RNA-binding ubiquitin ligase of 138 kDa) (hRUL138),1208,direct_e3,,False,DZIP3
Q86YJ5,MARH9_HUMAN,MARCHF9 MARCH9 RNF179,E3 ubiquitin-protein ligase MARCHF9 (EC 2.3.2.27) (Membrane-associated RING finger protein 9) (Membrane-associated RING-CH protein IX) (MARCH-IX) (RING finger protein 179) (RING-type E3 ubiquitin transferase MARCHF9),346,direct_e3,,False,MARCHF9
Q86YT6,MIB1_HUMAN,MIB1 DIP1 KIAA1323 ZZANK2,E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1) (Zinc finger ZZ type with ankyrin repeat domain protein 2),1006,direct_e3,,False,MIB1
Q8IU81,I2BP1_HUMAN,IRF2BP1,Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1),584,direct_e3,,False,IRF2BP1
Q8IUD6,RN135_HUMAN,RNF135 L13,E3 ubiquitin-protein ligase RNF135 (EC 2.3.2.27) (RIG-I E3 ubiquitin ligase) (REUL) (RING finger protein 135) (RING finger protein leading to RIG-I activation) (Riplet) (RING-type E3 ubiquitin transferase RNF135),432,direct_e3,,False,RNF135
Q8IUQ4,SIAH1_HUMAN,SIAH1 HUMSIAH,E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a),282,direct_e3,,False,SIAH1
Q8IUR7,ARMC8_HUMAN,ARMC8 S863-2,Armadillo repeat-containing protein 8,673,direct_e3,,False,ARMC8
Q8IVU3,HERC6_HUMAN,HERC6,Probable E3 ubiquitin-protein ligase HERC6 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 6) (HECT-type E3 ubiquitin transferase HERC6),1022,direct_e3,,False,HERC6
Q8IVV7,GID4_HUMAN,GID4 C17orf39 VID24,Glucose-induced degradation protein 4 homolog (Vacuolar import and degradation protein 24 homolog),300,direct_e3,,False,GID4
Q8IW03,SIAH3_HUMAN,SIAH3,Seven in absentia homolog 3 (Siah-3),269,direct_e3,,False,SIAH3
Q8IWR1,TRI59_HUMAN,TRIM59 RNF104 TRIM57 TSBF1,Tripartite motif-containing protein 59 (EC 2.3.2.27) (RING finger protein 104) (Tumor suppressor TSBF-1),403,direct_e3,,False,TRIM59
Q8IWT3,CUL9_HUMAN,CUL9 H7AP1 KIAA0708 PARC,Cullin-9 (CUL-9) (UbcH7-associated protein 1) (p53-associated parkin-like cytoplasmic protein),2517,direct_e3,,False,CUL9
Q8IWV7,UBR1_HUMAN,UBR1,E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-recognin-1) (Ubiquitin-protein ligase E3-alpha-1) (Ubiquitin-protein ligase E3-alpha-I),1749,direct_e3,,False,UBR1
Q8IWV8,UBR2_HUMAN,UBR2 C6orf133 KIAA0349,E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II),1755,direct_e3,,False,UBR2
Q8IWZ4,TRI48_HUMAN,TRIM48 RNF101,E3 ubiquitin-protein ligase TRIM48 (EC 2.3.2.27) (RING finger protein 101) (Tripartite motif-containing protein 48),224,direct_e3,,False,TRIM48
Q6PJ69,TRI65_HUMAN,TRIM65,E3 ubiquitin-protein ligase TRIM65 (EC 2.3.2.27) (Tripartite motif-containing protein 65),517,direct_e3,,False,TRIM65
Q6PJ61,FBX46_HUMAN,FBXO46 FBX46 FBXO34L,F-box only protein 46 (F-box only protein 34-like),603,"f_box,substrate_adapters",,False,FBXO46
Q6PJ21,SPSB3_HUMAN,SPSB3 C16orf31 SSB3,SPRY domain-containing SOCS box protein 3 (SSB-3),355,"btb_socs,direct_e3,substrate_adapters",,False,SPSB3
Q3KP66,INAVA_HUMAN,INAVA C1orf106,Innate immunity activator protein,663,direct_e3,,False,INAVA
Q15884,EREP1_HUMAN,ENTREP1 C9orf61 FAM189A2 X123,Endosomal transmembrane epsin interactor 1 (Endosomal transmembrane binding with epsin),450,direct_e3,,False,ENTREP1
Q16531,DDB1_HUMAN,DDB1 XAP1,DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe),1140,"direct_e3,substrate_adapters",,False,DDB1
Q16539,MK14_HUMAN,MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A,Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a),360,direct_e3,,False,MAPK14
Q16763,UBE2S_HUMAN,UBE2S E2EPF OK/SW-cl.73,Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (E2-EPF) (Ubiquitin carrier protein S) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-conjugating enzyme E2-EPF5) (Ubiquitin-protein ligase S),222,direct_e3,,False,UBE2S
Q17RG1,KCD19_HUMAN,KCTD19,BTB/POZ domain-containing protein KCTD19 (Potassium channel tetramerization domain-containing protein 19),926,btb_socs,,False,KCTD19
Q1L5Z9,LONF2_HUMAN,LONRF2 RNF192,LON peptidase N-terminal domain and RING finger protein 2 (Neuroblastoma apoptosis-related protease) (RING finger protein 192),754,direct_e3,,False,LONRF2
Q2Q1W2,LIN41_HUMAN,TRIM71 LIN41,E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71),868,direct_e3,,False,TRIM71
Q2TBA0,KLH40_HUMAN,KLHL40 KBTBD5 SRYP,Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5) (Sarcosynapsin),621,"direct_e3,substrate_adapters",,False,KLHL40
Q2WGJ6,KLH38_HUMAN,KLHL38 C8orfK36,Kelch-like protein 38,581,substrate_adapters,,False,KLHL38
Q32M84,BTBDG_HUMAN,BTBD16 C10orf87,BTB/POZ domain-containing protein 16,506,btb_socs,,False,BTBD16
Q3KNV8,PCGF3_HUMAN,PCGF3 RNF3 RNF3A,Polycomb group RING finger protein 3 (RING finger protein 3A),242,direct_e3,,False,PCGF3
Q3ZCT8,KBTBC_HUMAN,KBTBD12 KLHDC6,Kelch repeat and BTB domain-containing protein 12 (Kelch domain-containing protein 6),623,substrate_adapters,,False,KBTBD12
Q6PIJ6,FBX38_HUMAN,FBXO38 SP329,F-box only protein 38,1188,"direct_e3,f_box,substrate_adapters",,False,FBXO38
Q495X7,TRI60_HUMAN,TRIM60 RNF129 RNF33,Tripartite motif-containing protein 60 (RING finger protein 129) (RING finger protein 33),471,direct_e3,,False,TRIM60
Q4G0X4,KCD21_HUMAN,KCTD21,BTB/POZ domain-containing protein KCTD21 (KCASH2 protein) (Potassium channel tetramerization domain-containing protein 21),260,"btb_socs,direct_e3",,False,KCTD21
Q4G163,FBX43_HUMAN,FBXO43 EMI2,F-box only protein 43 (Endogenous meiotic inhibitor 2),708,"direct_e3,f_box",,False,FBXO43
Q53G59,KLH12_HUMAN,KLHL12 C3IP1,Kelch-like protein 12 (CUL3-interacting protein 1) (DKIR homolog) (hDKIR),568,"direct_e3,substrate_adapters",,False,KLHL12
Q53GT1,KLH22_HUMAN,KLHL22,Kelch-like protein 22,634,"direct_e3,substrate_adapters",,False,KLHL22
Q58WW2,DCAF6_HUMAN,DCAF6 IQWD1 MSTP055,DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP),860,"direct_e3,substrate_adapters",,False,DCAF6
Q5EBN2,TRI61_HUMAN,TRIM61 RNF35,Putative tripartite motif-containing protein 61 (RING finger protein 35),209,direct_e3,,False,TRIM61
Q5FWF7,FBX48_HUMAN,FBXO48 FBX48,F-box only protein 48 (F-box protein 48),155,f_box,,False,FBXO48
Q5GLZ8,HERC4_HUMAN,HERC4 KIAA1593,Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4),1057,direct_e3,,False,HERC4
Q5H9S7,DCA17_HUMAN,DCAF17 C2orf37,DDB1- and CUL4-associated factor 17,520,"direct_e3,substrate_adapters",,False,DCAF17
Q5JS37,NHLC3_HUMAN,NHLRC3,NHL repeat-containing protein 3,347,direct_e3,,False,NHLRC3
Q15843,NEDD8_HUMAN,NEDD8,Ubiquitin-like protein NEDD8 (Neddylin) (Neural precursor cell expressed developmentally down-regulated protein 8) (NEDD-8),81,direct_e3,,False,NEDD8
Q15819,UB2V2_HUMAN,UBE2V2 MMS2 UEV2,Ubiquitin-conjugating enzyme E2 variant 2 (DDVit 1) (Enterocyte differentiation-associated factor 1) (EDAF-1) (Enterocyte differentiation-promoting factor 1) (EDPF-1) (MMS2 homolog) (Vitamin D3-inducible protein),145,direct_e3,,False,UBE2V2
Q15751,HERC1_HUMAN,HERC1,Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619),4861,direct_e3,,False,HERC1
Q15648,MED1_HUMAN,MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2,Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A),1581,direct_e3,,False,MED1
Q13620,CUL4B_HUMAN,CUL4B KIAA0695,Cullin-4B (CUL-4B),913,direct_e3,,False,CUL4B
Q13829,BACD2_HUMAN,TNFAIP1 BACURD2 EDP1,"BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 (hBACURD2) (BTB/POZ domain-containing protein TNFAIP1) (Protein B12) (Tumor necrosis factor, alpha-induced protein 1, endothelial)",316,"btb_socs,direct_e3",,False,TNFAIP1
Q13939,CALI_HUMAN,CCIN,Calicin,588,substrate_adapters,,False,CCIN
Q13951,PEBB_HUMAN,CBFB,Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit),182,direct_e3,,False,CBFB
Q14139,UBE4A_HUMAN,UBE4A KIAA0126,Ubiquitin conjugation factor E4 A (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 A),1066,direct_e3,,False,UBE4A
Q14142,TRI14_HUMAN,TRIM14 KIAA0129,Tripartite motif-containing protein 14,442,direct_e3,,False,TRIM14
Q14258,TRI25_HUMAN,TRIM25 EFP RNF147 ZNF147,E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147),630,direct_e3,,False,TRIM25
Q14289,FAK2_HUMAN,PTK2B FAK2 PYK2 RAFTK,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),1009,direct_e3,,False,PTK2B
Q14527,HLTF_HUMAN,HLTF HIP116A RNF80 SMARCA3 SNF2L3 ZBU1,DNA-dependent ATPase/E3 ubiquitin-protein ligase HLTF (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (Helicase-like transcription factor) (HLTF) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (SMARCA3) (Sucrose nonfermenting protein 2-like 3),1009,direct_e3,,False,HLTF
Q14669,TRIPC_HUMAN,TRIP12 KIAA0045 ULF,E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12),2067,direct_e3,,False,TRIP12
Q14681,KCTD2_HUMAN,KCTD2 KIAA0176,BTB/POZ domain-containing protein KCTD2 (Potassium channel tetramerization domain-containing protein 2),263,btb_socs,,False,KCTD2
Q149N8,SHPRH_HUMAN,SHPRH KIAA2023,"E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)",1683,direct_e3,,False,SHPRH
Q14CZ0,HAPR1_HUMAN,HAPSTR1 C16orf72 TAPR1,HUWE1-associated protein modifying stress responses 1 (Telomere attrition and p53 response 1 protein),275,direct_e3,,False,HAPSTR1
Q15011,HERP1_HUMAN,HERPUD1 HERP KIAA0025 MIF1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein (Methyl methanesulfonate (MMF)-inducible fragment protein 1),391,substrate_adapters,,False,HERPUD1
Q15025,TNIP1_HUMAN,TNIP1 KIAA0113 NAF1,TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN-1) (HIV-1 Nef-interacting protein) (Nef-associated factor 1) (Naf1) (Nip40-1) (Virion-associated nuclear shuttling protein) (VAN) (hVAN),636,direct_e3,,False,TNIP1
Q15034,HERC3_HUMAN,HERC3 KIAA0032,Probable E3 ubiquitin-protein ligase HERC3 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 3) (HECT-type E3 ubiquitin transferase HERC3),1050,direct_e3,,False,HERC3
Q15038,DAZP2_HUMAN,DAZAP2 KIAA0058 PRTB,DAZ-associated protein 2 (Deleted in azoospermia-associated protein 2) (Proline-rich transcript in brain protein),168,direct_e3,,False,DAZAP2
Q15345,LRC41_HUMAN,LRRC41 MUF1 PP7759,Leucine-rich repeat-containing protein 41 (Protein Muf1),812,direct_e3,,False,LRRC41
Q15366,PCBP2_HUMAN,PCBP2,Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2),365,direct_e3,,False,PCBP2
Q15369,ELOC_HUMAN,ELOC TCEB1,Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1),112,direct_e3,,False,ELOC
Q15370,ELOB_HUMAN,ELOB TCEB2,Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2),118,direct_e3,,False,ELOB
Q15386,UBE3C_HUMAN,UBE3C KIAA0010 KIAA10,Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (Homologous to E6AP carboxyl terminus homologous protein 2) (HectH2) (RTA-associated ubiquitin ligase) (RAUL),1083,direct_e3,,False,UBE3C
Q15388,TOM20_HUMAN,TOMM20 KIAA0016,Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20),145,direct_e3,,False,TOMM20
Q5JXB2,UE2NL_HUMAN,UBE2NL,Putative ubiquitin-conjugating enzyme E2 N-like (Epididymis tissue protein Li 174),153,direct_e3,,False,UBE2NL
Q5M7Z0,RNFT1_HUMAN,RNFT1 PTD016,E3 ubiquitin-protein ligase RNFT1 (EC 2.3.2.27) (Protein PTD016) (RING finger and transmembrane domain-containing protein 1),435,direct_e3,,False,RNFT1
Q5MNV8,FBX47_HUMAN,FBXO47,F-box only protein 47,452,f_box,,False,FBXO47
Q5XKL5,BTBD8_HUMAN,BTBD8 KIAA1107,BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache),1792,btb_socs,,False,BTBD8
Q5XUX0,FBX31_HUMAN,FBXO31 FBX14 FBX31 PP2386,F-box only protein 31,539,"f_box,substrate_adapters",,False,FBXO31
Q5XUX1,FBXW9_HUMAN,FBXW9 FBW9,F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9),458,"direct_e3,f_box",,False,FBXW9
Q5XX13,FBW10_HUMAN,FBXW10,F-box/WD repeat-containing protein 10 (F-box and WD-40 domain-containing protein 10) (Ubiquitin ligase-specificity factor),1052,"direct_e3,f_box",,False,FBXW10
Q63HN8,RN213_HUMAN,RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR,E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213),5207,direct_e3,,False,RNF213
Q66K89,E4F1_HUMAN,E4F1 E4F,Transcription factor E4F1 (EC 2.3.2.27) (E4F transcription factor 1) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F) (p120E4F) (p50E4F),784,direct_e3,,False,E4F1
Q68DK7,MSL1_HUMAN,MSL1 MSL1L1,Male-specific lethal 1 homolog (MSL-1) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1),614,direct_e3,,False,MSL1
Q68DU8,KCD16_HUMAN,KCTD16 KIAA1317,BTB/POZ domain-containing protein KCTD16 (Potassium channel tetramerization domain-containing protein 16),428,btb_socs,,False,KCTD16
Q68DV7,RNF43_HUMAN,RNF43,E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43),783,direct_e3,,False,RNF43
Q693B1,KCD11_HUMAN,KCTD11 C17orf36 REN,BTB/POZ domain-containing protein KCTD11 (KCASH1 protein) (Potassium channel tetramerization domain-containing protein 11) (RING-type E3 ubiquitin transferase subunit KCTD11),232,"btb_socs,direct_e3",,False,KCTD11
Q6AZZ1,TRI68_HUMAN,TRIM68 GC109 RNF137 SS56,E3 ubiquitin-protein ligase TRIM68 (EC 2.3.2.27) (RING finger protein 137) (RING-type E3 ubiquitin transferase TRIM68) (SSA protein SS-56) (SS-56) (Tripartite motif-containing protein 68),485,direct_e3,,False,TRIM68
Q6IQ16,SPOPL_HUMAN,SPOPL,Speckle-type POZ protein-like (HIB homolog 2) (Roadkill homolog 2),392,direct_e3,,False,SPOPL
Q6JEL2,KLH10_HUMAN,KLHL10,Kelch-like protein 10,608,"direct_e3,substrate_adapters",,False,KLHL10
Q6P050,FXL22_HUMAN,FBXL22,F-box and leucine-rich protein 22,231,"direct_e3,f_box",,False,FBXL22
Q6P1J9,CDC73_HUMAN,CDC73 C1orf28 HRPT2,Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein),531,direct_e3,,False,CDC73
Q6P2C8,MED27_HUMAN,MED27 CRSP34 CRSP8,Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27) (P37 TRAP/SMCC/PC2 subunit) (Transcriptional coactivator CRSP34),311,direct_e3,,False,MED27
Q6P3S6,FBX42_HUMAN,FBXO42 FBX42 JFK KIAA1332,F-box only protein 42 (Just one F-box and Kelch domain-containing protein),717,"direct_e3,f_box,substrate_adapters",,False,FBXO42
Q6P9F5,TRI40_HUMAN,TRIM40 RNF35,E3 ubiquitin ligase TRIM40 (EC 2.3.2.27) (Probable E3 NEDD8-protein ligase) (RING finger protein 35),258,direct_e3,,False,TRIM40
Q6PCD5,RFWD3_HUMAN,RFWD3 RNF201,E3 ubiquitin-protein ligase RFWD3 (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3) (RING finger protein 201),774,direct_e3,,False,RFWD3
Q6PCT2,FXL19_HUMAN,FBXL19 FBL19,F-box/LRR-repeat protein 19 (F-box and leucine-rich repeat protein 19),694,"direct_e3,f_box,substrate_adapters",,False,FBXL19
Q6PD62,CTR9_HUMAN,CTR9 KIAA0155 SH2BP1,RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1),1173,direct_e3,,False,CTR9
Q6PF15,KLH35_HUMAN,KLHL35,Kelch-like protein 35,583,substrate_adapters,,False,KLHL35
Q6PI47,KCD18_HUMAN,KCTD18,BTB/POZ domain-containing protein KCTD18,426,btb_socs,,False,KCTD18
Q6PID8,KLD10_HUMAN,KLHDC10 KIAA0265,Kelch domain-containing protein 10,442,"direct_e3,substrate_adapters",,False,KLHDC10
Q5XPI4,RN123_HUMAN,RNF123 KPC1 FP1477,E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123),1314,direct_e3,,False,RNF123
Q5W0U4,BSPRY_HUMAN,BSPRY,B box and SPRY domain-containing protein,402,direct_e3,,False,BSPRY
Q5QP82,DCA10_HUMAN,DCAF10 WDR32,DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32),559,"direct_e3,substrate_adapters",,False,DCAF10
Q5W0B1,OBI1_HUMAN,OBI1 C13orf7 RNF219,ORC ubiquitin ligase 1 (OBI1) (EC 2.3.2.27) (RING finger protein 219),726,direct_e3,,False,OBI1
Q5SWL7,PRA14_HUMAN,PRAMEF14,PRAME family member 14,474,substrate_adapters,,False,PRAMEF14
Q5SWL8,PRA19_HUMAN,PRAMEF19,PRAME family member 19,479,substrate_adapters,,False,PRAMEF19
Q5T0T0,MARH8_HUMAN,MARCHF8 MARCH8 MIR RNF178,E3 ubiquitin-protein ligase MARCHF8 (EC 2.3.2.27) (Cellular modulator of immune recognition) (c-MIR) (Membrane-associated RING finger protein 8) (Membrane-associated RING-CH protein VIII) (MARCH-VIII) (RING finger protein 178) (RING-type E3 ubiquitin transferase MARCHF8),291,direct_e3,,False,MARCHF8
Q5T197,DCST1_HUMAN,DCST1,E3 ubiquitin-protein ligase DCST1 (EC 2.3.2.27) (DC-STAMP domain-containing protein 1) (RING-type E3 ubiquitin transferase),706,direct_e3,,False,DCST1
